사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2021-12-01,7호선,523,까치울,1,0,"3,638",734,"10,112","3,786","31,759","6,103","38,945","9,505","19,060","5,240","10,003","4,828","9,092","6,091","9,348","7,520","9,669","7,514","8,741","7,605","8,881","9,299","10,091","12,433","10,675","18,506","10,073","29,507","5,242","25,729","4,566","13,715","3,747","14,497","2,164","11,307",818,"5,156",7,159,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,7호선,524,부천종합운동장,23,0,"3,158",602,"6,164","2,805","16,678","5,702","18,978","13,022","10,306","6,083","7,550","5,206","7,301","4,357","6,718","4,460","6,755","5,394","6,427","5,412","6,413","5,934","7,566","6,373","8,913","8,210","10,118","13,448","3,811","11,332","2,773","5,845","2,573","6,233","1,367","4,850",367,"2,521",8,148,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,7호선,525,춘의,9,0,"5,316","1,476","10,567","6,325","23,788","29,304","25,262","57,756","13,752","18,873","9,318","8,510","8,337","6,649","9,015","6,950","9,255","8,332","9,234","7,720","10,204","8,104","12,838","9,989","30,634","13,194","44,534","20,089","16,318","17,581","10,299","11,617","8,403","11,257","4,243","8,333","1,099","4,804",15,283,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,7호선,526,신중동,9,0,"5,369","1,995","15,431","6,199","43,588","14,702","41,617","46,421","22,030","24,538","15,624","15,404","15,139","13,245","17,088","14,490","16,817","16,804","17,283","16,366","19,046","17,033","21,662","20,818","28,307","30,835","43,337","44,745","18,096","38,544","18,487","20,391","14,349","17,896","8,493","14,649","2,915","8,900",36,414,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,7호선,527,부천시청,9,2,"5,222","1,779","15,220","7,277","43,736","12,652","41,589","27,081","20,304","20,365","14,080","12,549","14,386","13,540","16,165","14,677","15,570","17,540","15,732","17,458","18,079","18,539","21,474","21,444","24,863","29,659","27,340","44,737","16,496","38,249","17,763","18,672","15,461","15,406","9,313","13,707","2,363","7,791",43,702,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,7호선,528,상동,8,0,"4,187","2,017","15,264","5,309","40,915","10,779","36,726","28,506","17,825","27,180","13,525","15,935","14,007","16,056","16,291","18,031","17,319","19,478","17,624","19,521","19,839","20,346","22,562","22,088","25,593","31,214","29,765","46,149","18,705","38,263","17,533","18,184","19,157","16,450","13,224","14,052","3,994","7,892",78,"1,307",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,7호선,529,삼산체육관,7,0,"3,408",452,"10,814","1,847","25,715","2,855","23,876","6,297","11,387","3,834","7,050","2,942","6,832","3,452","7,403","4,236","6,554","4,849","5,845","5,093","6,393","6,319","7,684","8,030","6,329","11,181","5,579","21,553","3,039","17,453","2,692","10,052","3,114","9,461","1,574","7,896",553,"4,292",20,923,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,7호선,530,굴포천,18,0,"6,133",557,"14,512","3,389","37,159","4,344","39,858","13,575","18,238","10,853","11,574","7,431","10,932","7,992","11,367","8,657","11,153","11,105","10,794","10,973","10,837","12,607","11,956","16,073","13,341","21,827","14,825","42,336","7,939","33,792","6,905","18,962","7,639","16,971","4,525","13,171","1,934","6,934",51,"1,401",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,7호선,531,부평구청,29,0,"5,157",463,"15,044","3,300","34,783","6,361","28,698","11,398","14,032","4,852","9,438","4,270","8,852","4,594","9,271","5,631","8,553","6,644","7,920","6,447","8,262","7,722","8,782","9,678","11,278","13,144","11,142","23,663","5,439","24,198","4,366","15,616","4,017","12,520","2,682","10,997","1,025","5,325",19,"1,667",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,8호선,532,암사,21,0,"13,761",955,"25,470","5,539","75,934","8,874","101,707","19,903","49,780","13,048","26,248","12,152","22,675","13,466","24,060","15,573","23,027","17,761","20,316","19,717","19,506","24,421","21,734","30,981","22,825","42,451","22,917","69,062","11,912","55,106","9,777","31,228","7,993","31,405","5,001","24,757","1,613","11,481",2,"1,481",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,8호선,533,천호(풍납토성),41,0,"10,639","1,538","15,938","9,835","38,880","13,354","57,970","26,444","32,611","23,534","18,581","17,886","17,631","18,141","19,007","20,542","19,911","22,183","19,749","24,210","21,288","28,902","23,853","32,806","28,971","45,217","29,819","69,067","18,711","44,800","16,981","25,211","14,740","26,808","8,247","18,102","2,800","9,274",9,"1,512",0,1,0,0,0,0,2022-01-03 10:00
2021-12-01,8호선,534,강동구청,5,0,"4,604","1,070","10,172","4,800","28,795","14,201","39,993","35,534","22,247","14,349","13,955","10,333","12,661","9,679","12,980","10,539","13,322","12,228","13,299","12,723","13,954","14,203","15,760","17,090","19,701","23,520","27,704","34,859","9,961","24,852","7,277","14,859","7,177","16,444","4,469","11,709","1,333","5,459",1,591,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,8호선,535,몽촌토성(평화의문),0,0,"1,351","1,176","3,330","5,699","10,349","8,850","16,411","24,517","9,647","13,236","7,128","8,110","7,109","6,723","7,312","7,050","8,126","7,952","8,487","7,167","9,733","7,917","12,425","9,329","14,540","11,869","21,070","16,785","9,454","11,942","6,638","6,810","7,621","7,078","4,778","5,237","1,813","2,672",0,129,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,8호선,536,잠실(송파구청),13,0,"1,220","2,138","4,091","9,336","8,879","28,341","12,395","73,877","9,350","40,402","9,558","27,526","12,108","28,822","14,794","28,849","17,936","30,549","21,931","30,118","27,999","29,709","33,180","30,909","45,301","36,188","61,890","43,290","35,852","21,292","36,639","10,548","39,458","8,869","19,177","5,478","4,603","2,839",1,436,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,8호선,537,석촌,0,0,"2,655",748,"5,004","3,556","15,106","7,834","22,934","22,006","12,985","17,267","9,278","11,267","9,167","11,805","10,638","12,181","10,922","13,671","11,014","13,855","12,330","14,368","13,841","15,901","17,512","20,954","19,766","28,856","10,867","18,525","9,722","11,332","11,338","11,179","6,886","7,931","2,065","4,002",9,499,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,8호선,538,송파,1,0,"2,308",590,"7,158","4,426","22,016","10,478","28,419","17,095","15,181","9,482","11,248","6,785","10,173","7,362","11,152","8,035","10,764","9,130","9,785","9,790","12,133","11,052","13,356","13,496","13,315","17,106","14,970","25,460","7,419","19,363","5,487","10,548","4,494","12,134","3,130","8,378",969,"3,967",3,603,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,8호선,539,가락시장,41,0,"2,596","2,186","4,804","5,930","9,615","14,001","11,955","37,924","8,846","17,234","8,443","11,820","9,254","9,867","9,725","9,907","10,318","10,792","11,664","10,310","13,383","10,966","13,951","12,566","19,473","14,860","28,496","19,091","11,289","13,080","10,509","7,889","11,716","8,604","6,395","5,233","2,150","3,198",7,"1,491",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,8호선,540,문정,2,0,"1,872","3,271","5,930","11,466","20,378","48,008","30,439","171,202","18,499","81,286","15,065","29,287","16,106","17,413","18,793","17,786","21,797","19,214","25,091","17,562","28,191","18,590","33,771","19,841","76,985","24,776","125,169","33,041","42,139","23,680","28,218","13,049","27,030","13,378","13,459","10,172","3,917","4,630",2,99,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,8호선,541,장지,16,0,"5,188","2,456","17,360","11,806","43,900","27,368","55,234","48,018","28,442","30,544","19,323","18,125","17,136","18,958","18,647","21,467","19,576","18,968","19,788","21,659","23,599","25,294","29,978","27,906","42,213","32,592","46,993","52,543","26,488","35,154","22,762","19,741","19,155","19,046","11,477","15,539","3,169","7,065",0,116,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,8호선,542,복정,10,0,"4,207","2,217","9,902","9,071","29,337","11,882","38,966","19,262","23,370","12,780","14,652","7,932","11,579","7,491","12,257","9,753","11,778","9,176","11,454","9,297","13,158","10,902","16,757","14,189","22,862","20,387","26,468","31,684","13,717","22,605","8,049","14,323","7,345","14,790","5,628","11,107","1,832","4,292",2,207,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,8호선,543,산성,33,0,"3,787",595,"7,613","2,784","21,906","3,220","26,241","7,567","13,483","4,692","8,719","4,712","7,416","4,456","7,813","5,503","7,787","5,672","6,912","5,866","7,420","7,957","8,093","9,798","8,078","12,818","6,666","22,093","3,309","17,789","2,100","10,869","2,036","11,445","1,212","8,932",523,"4,013",1,584,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,8호선,544,남한산성입구(성남법원.검찰청),28,1,"10,506","1,370","19,916","5,017","47,022","10,837","64,890","24,325","32,257","15,337","19,666","11,030","18,645","10,207","19,080","12,372","18,297","13,481","16,916","14,373","17,334","17,660","18,354","20,738","21,793","26,536","21,947","44,953","9,637","35,831","6,313","21,940","5,013","23,659","3,141","17,951","1,040","8,217",4,"1,044",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,8호선,545,단대오거리,9,1,"7,894","1,677","14,934","7,441","34,304","10,942","42,166","19,643","21,778","9,097","14,842","7,590","13,723","8,666","14,516","9,535","13,845","10,768","12,706","12,224","12,954","15,367","14,919","17,661","19,073","22,783","21,117","35,476","9,345","28,534","6,078","17,456","5,229","18,252","3,128","14,250",964,"6,930",2,813,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,8호선,546,신흥,3,0,"3,024",498,"5,282","3,043","11,173","3,211","15,300","6,843","8,305","4,540","5,813","4,706","5,955","5,091","6,566","5,517","6,546","6,934","6,502","7,708","7,201","8,364","8,266","9,637","8,578","11,354","7,759","16,062","4,264","12,520","3,826","7,408","2,903","7,761","2,034","5,475",620,"2,740",5,273,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,8호선,547,수진,2,0,"4,054",515,"6,377","2,140","15,575","3,296","22,907","10,175","11,666","5,325","7,698","5,139","7,690","5,041","8,242","5,373","7,898","6,844","6,698","6,915","7,886","8,049","9,154","9,527","8,900","10,250","7,766","15,410","4,331","11,874","3,421","7,993","2,895","8,636","1,950","6,326",575,"3,456",11,376,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,8호선,548,모란,15,0,"1,831",535,"2,969","3,233","8,075","3,854","11,475","8,512","6,323","4,820","5,463","4,918","6,437","5,606","7,226","6,270","8,176","7,003","9,390","6,209","9,682","6,609","10,776","7,021","9,178","7,579","9,927","9,584","5,742","5,996","4,244","3,456","5,132","4,062","2,798","2,917","1,239","1,515",1,341,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,8호선,549,남위례,10,8,277,167,998,534,"3,696","1,231","4,238","4,134","2,326","1,956","2,127","1,376","2,110","1,454","2,344","1,770","2,368","2,113","2,504","2,360","2,804","2,653","2,910","3,384","3,460","3,985","3,543","5,549","1,402","4,353","1,067","2,406","1,451","3,347",673,"1,947",234,720,0,0,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,9호선,618,개화,4,0,"1,318",265,"5,299","2,436","12,355","3,076","7,637","5,630","2,995","2,586","2,011","1,892","1,907","1,860","1,968","2,133","2,096","1,851","2,169","1,735","2,505","1,992","4,087","1,957","5,869","2,770","5,684","5,247","2,427","4,485","1,611","2,630","1,727","1,741",439,"1,431",179,727,1,100,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,9호선,619,김포공항,5,0,"1,246","1,378","3,059","11,499","7,693","20,849","11,059","25,160","8,781","21,543","7,618","17,614","11,281","22,575","11,704","24,933","13,791","26,468","15,289","23,174","15,913","23,921","15,573","28,509","19,592","30,372","21,169","32,479","15,235","22,120","15,928","9,692","15,908","4,590","10,056","2,765","1,280","1,405",18,465,0,0,1,1,0,0,2022-01-03 10:00
2021-12-01,9호선,620,공항시장,5,0,"3,393",282,"4,298","1,339","9,104","1,831","10,503","4,235","5,867","3,026","4,385","3,052","3,972","3,315","4,625","3,540","4,308","4,350","4,275","4,241","4,363","4,989","4,625","6,383","4,850","7,340","4,119","11,094","2,577","9,342","2,399","5,869","2,055","5,815","1,289","4,834",470,"2,834",1,227,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,9호선,621,신방화,9,0,"4,529",578,"10,301","2,386","26,609","4,716","26,595","11,830","14,080","5,980","10,277","5,359","8,934","5,894","9,689","7,351","9,635","7,768","8,959","8,059","9,180","10,985","10,423","11,576","9,681","14,335","9,881","24,779","5,287","19,796","4,509","11,821","3,455","11,907","2,454","9,538",931,"4,943",7,97,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,9호선,622,마곡나루(서울식물원),5,0,"3,436",787,"8,753","9,902","26,993","12,411","29,709","42,866","13,870","21,112","10,302","11,716","10,709","10,425","13,129","10,819","13,318","11,496","13,698","12,602","16,194","12,646","20,322","15,088","29,973","22,717","39,017","32,958","16,478","28,720","15,239","15,235","16,908","15,500","8,726","12,482","3,502","7,163",28,422,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,9호선,623,양천향교,11,0,"4,104","1,107","8,774","5,500","29,412","9,973","31,097","37,247","13,851","15,037","10,931","8,834","11,058","7,520","12,189","8,800","12,304","8,970","11,796","10,194","12,811","9,980","15,820","12,377","20,078","17,500","30,494","27,403","10,587","25,626","7,116","14,962","6,625","15,435","3,766","13,040","1,116","7,660",0,119,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,9호선,624,가양,45,0,"14,182","1,577","22,955","7,228","66,868","22,096","73,344","45,828","39,620","24,074","28,307","16,657","27,301","16,919","28,587","18,817","27,319","21,915","25,295","22,919","26,378","26,401","30,373","33,062","35,303","40,710","44,201","67,110","18,551","55,408","13,513","32,147","12,615","35,360","8,066","25,217","1,727","12,984",2,623,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,9호선,625,증미,0,0,"2,336",681,"7,091","3,310","20,680","7,519","21,288","33,754","10,643","12,890","7,948","7,148","8,155","5,775","8,587","6,757","8,653","7,405","8,820","7,897","9,425","9,629","10,832","9,765","16,964","11,405","28,221","20,245","8,466","17,076","5,414","8,909","4,449","9,140","2,435","6,449",942,"3,955",0,0,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,9호선,626,등촌,3,0,"5,069",665,"14,002","3,731","41,048","6,878","51,709","17,816","23,530","11,928","16,562","9,356","15,011","10,743","15,541","11,917","15,466","13,351","15,213","14,234","15,146","17,649","16,575","19,865","16,624","27,588","18,647","42,020","9,657","35,683","6,911","19,457","6,568","17,513","4,135","14,010","1,273","7,756",0,1,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,9호선,627,염창,1,0,"10,634",681,"23,402","5,162","71,925","8,221","83,632","20,125","42,064","10,867","24,822","9,679","21,361","10,640","22,204","13,623","20,599","15,028","18,269","16,928","17,302","22,172","19,808","25,641","22,424","42,612","23,624","68,759","12,117","58,884","9,374","36,343","9,018","35,059","5,416","27,550","1,533","15,532",0,113,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,9호선,628,신목동,2,0,"1,615",341,"5,371","1,707","17,192","2,899","18,073","5,900","8,137","2,445","5,343","2,548","4,927","2,975","4,918","3,119","4,819","4,065","4,601","3,961","4,594","4,242","5,846","5,584","6,401","7,734","5,693","13,814","2,470","10,916","1,812","5,823","1,726","7,380","1,436","5,140",344,"2,687",0,20,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,9호선,629,선유도,0,0,"1,791","1,330","5,080","4,682","18,356","15,242","24,578","41,780","11,184","19,234","7,442","7,340","8,227","7,244","9,637","6,684","8,984","8,209","9,238","8,044","10,961","8,589","12,513","9,874","24,929","11,795","37,926","21,063","12,505","15,444","7,434","8,631","6,739","9,071","4,279","6,476","1,264","3,231",0,0,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,9호선,630,당산,35,0,"7,277","1,191","15,763","5,780","47,862","14,930","58,080","41,272","31,936","21,721","22,705","14,957","22,613","16,672","24,516","17,898","24,566","20,082","22,956","20,619","23,764","23,065","26,534","27,628","33,835","43,449","44,861","64,428","21,596","46,300","18,301","28,832","19,675","33,354","12,148","24,537","4,282","13,491",2,516,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,9호선,631,국회의사당,2,0,753,"1,679","1,595","8,696","3,638","39,697","6,053","146,718","5,277","67,296","6,785","23,511","11,362","18,227","14,225","15,048","15,643","17,011","20,027","13,406","23,473","10,104","28,980","9,723","65,832","11,812","104,531","11,312","34,343","6,468","22,691","3,637","23,140","3,603","10,884","2,573","2,785","1,286",0,1,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,9호선,632,여의도,13,0,"2,573","2,378","3,452","20,015","8,167","123,628","10,789","163,039","10,700","67,277","12,566","28,727","19,316","28,692","20,299","26,740","24,552","28,443","28,022","24,656","36,199","22,995","51,427","22,475","131,269","25,241","143,133","29,291","61,932","15,904","52,940","8,669","47,006","8,538","19,585","5,878","4,778","2,711",0,176,0,0,0,0,0,1,2022-01-03 10:00
2021-12-01,9호선,633,샛강,8,0,948,987,"2,134","4,003","4,541","15,168","5,596","37,609","4,199","14,155","4,060","7,605","4,939","7,231","5,444","6,180","6,225","6,273","7,032","6,115","8,367","5,547","10,444","6,381","18,774","8,787","29,843","11,785","10,140","5,992","7,669","3,431","9,145","3,348","4,831","2,469","1,933","1,375",0,18,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,9호선,634,노량진,315,2,"15,288","1,917","22,050","12,632","58,790","34,757","89,911","62,913","48,401","35,896","30,319","23,504","29,550","23,319","34,007","31,710","37,931","35,499","31,599","29,025","31,826","33,757","37,304","40,391","49,633","56,718","56,173","83,852","28,670","54,412","29,872","36,047","38,915","41,539","32,172","30,584","6,349","16,939",2,817,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,9호선,635,노들,4,1,"3,482",224,"4,797","1,417","14,921","2,270","20,604","3,844","10,965","2,992","6,959","3,241","6,262","3,115","6,386","3,642","6,660","4,206","5,917","4,408","5,341","6,667","5,917","7,247","6,561","9,149","5,597","16,063","3,087","10,771","2,203","6,992","2,065","7,573","1,560","5,131",462,"2,871",0,1,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,9호선,636,흑석(중앙대입구),6,0,"3,208","1,035","5,503","5,689","15,705","11,417","20,024","17,102","12,870","12,416","10,692","10,204","10,928","8,422","11,451","9,839","11,262","11,858","12,535","9,968","13,562","12,254","16,155","13,672","20,546","17,361","15,267","25,961","8,345","15,543","7,162","10,907","7,302","11,293","5,268","8,255","1,733","4,642",0,17,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,9호선,637,동작(현충원),10,0,"1,164",203,"1,398","1,774","4,786","1,552","6,208","2,910","3,681","1,985","2,333","1,741","2,702","1,649","2,656","1,503","2,509","1,882","2,653","2,206","2,669","2,061","3,606","2,096","3,394","2,795","3,828","4,331","1,717","2,989","1,382","1,801","1,415","2,366",897,"1,642",289,994,3,992,0,1,0,0,0,0,2022-01-03 10:00
